comment,cleaned_comment,lang
"Dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak Prabowo yah kenapa yah 🤔

Mba najwa lain kali tolong bantu tanya ke pak Prabowo yah 😊

- Kapan UU hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot APBN bisa diresmikan secepatnya 

- Lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah Indonesia bisa dibangun besar besaran sampai 1 triliun barel perbulannya biar Indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

- Kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh Indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

- Kapan Indonesia punya Microsoft office sendiri dan google sendiri seperti China yang bebas dari produk Amerika 

- Kapan pulau sumatera, Sulawesi, Papua, Kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau Jawa agar investor asing bisa bangun pabrik di pulau manapun di Indonesia karna transportasi murah dan banyak ragamnya seperti pulau Jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi Indonesia sehingga ga harus pergi ke Jakarta buat cari kerja

- Tolong anggaran untuk BPJS kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke IGD rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk IGD dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

Itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih 🙏","dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak prabowo yah kenapa yah 

mba najwa lain kali tolong bantu tanya ke pak prabowo yah 

 kapan uu hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot apbn bisa diresmikan secepatnya 

 lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah indonesia bisa dibangun besar besaran sampai  triliun barel perbulannya biar indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

 kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

 kapan indonesia punya microsoft office sendiri dan google sendiri seperti china yang bebas dari produk amerika 

 kapan pulau sumatera sulawesi papua kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau jawa agar investor asing bisa bangun pabrik di pulau manapun di indonesia karna transportasi murah dan banyak ragamnya seperti pulau jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi indonesia sehingga ga harus pergi ke jakarta buat cari kerja

 tolong anggaran untuk bpjs kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke igd rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk igd dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih",id
anak abah selalu berisik,anak abah selalu berisik,id
"​ @InaraZafran  beras itu bahan makanan pokok Indonesia, dan Indonesia itu negara agraris",inarazafran  beras itu bahan makanan pokok indonesia dan indonesia itu negara agraris,id
" @putritakhsyachan772 ya jelas bisalah kalo anis jdi presiden, kalo presidennya pinter tentu bisa menurunkan kurs dollar seperti hal nya bj Habibie yg menurunkan kurs dollar dari 16.000 ke 6.500",putritakhsyachan ya jelas bisalah kalo anis jdi presiden kalo presidennya pinter tentu bisa menurunkan kurs dollar seperti hal nya bj habibie yg menurunkan kurs dollar dari  ke,id
"​ @putritakhsyachan772  saya gasuka jeruk artinya saya suka apel, pola pikir lo jungkir balik",putritakhsyachan  saya gasuka jeruk artinya saya suka apel pola pikir lo jungkir balik,id
" @InaraZafran  kalo ada alternatif lain , gak mungkin yg di ributin cuma beras beras dan beras , bahkan orang tua kita cari uang juga buat beli beras ..
emang selain beras lu mau makan apa ? , singkong jadi tiwul kayak jaman penjajahan ?","inarazafran  kalo ada alternatif lain  gak mungkin yg di ributin cuma beras beras dan beras  bahkan orang tua kita cari uang juga buat beli beras 
emang selain beras lu mau makan apa   singkong jadi tiwul kayak jaman penjajahan",id
Video belum ditonton udah dikomen aja,video belum ditonton udah dikomen aja,id
"tonton, simak dan cerna dulu baru berkomentar sobat.",tonton simak dan cerna dulu baru berkomentar sobat,id
​ @Haidernaufalharith  ngapain juga di tonton orang udah di sah kan itu ruu tni nya😂 banyak omon²+joget doang oke gas semua nya di sahkan untuk kpentingan probadi😂,haidernaufalharith  ngapain juga di tonton orang udah di sah kan itu ruu tni nya banyak omonjoget doang oke gas semua nya di sahkan untuk kpentingan probadi,id
" @fallstory1703 nah mangkannya kau itu dongok, cuman yang penting ngomong, pahamai vidionya selama 3 jam, biar otak kau itu terbuka dan cerdas",fallstory nah mangkannya kau itu dongok cuman yang penting ngomong pahamai vidionya selama  jam biar otak kau itu terbuka dan cerdas,id
"​ @fallstory1703 usahakan tonton dluu .
Jangan dengki mlu hatinya","fallstory usahakan tonton dluu 
jangan dengki mlu hatinya",id
Ealaah SDM rendah... koar² doang tapi ngga paham..,ealaah sdm rendah koar doang tapi ngga paham,id
"Begonya ampe anak cucu ini mah yakin gua,belum selesai udah komen",begonya ampe anak cucu ini mah yakin guabelum selesai udah komen,id
Yah cuma 4rts pnduduk indo berjuta2😂,yah cuma rts pnduduk indo berjuta,id
"President banyak hal yg dia Pikirkan, tapi media maunya Satset tapi ingat banyak mentri2 nya mereka berbisnis Jadi bagi Saya masyarakat harus Sabar dan tetap Mengkontrol Pemerintah…bagi saya Pak Prabowo Cukup Terbuka dan mau diberikan Masukan 🎉🎉🎉",president banyak hal yg dia pikirkan tapi media maunya satset tapi ingat banyak mentri nya mereka berbisnis jadi bagi saya masyarakat harus sabar dan tetap mengkontrol pemerintahbagi saya pak prabowo cukup terbuka dan mau diberikan masukan,id
Sah kan dulu jelaskan kemudian. Demo demo percuma,sah kan dulu jelaskan kemudian demo demo percuma,id
"Dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak Prabowo yah kenapa yah 🤔

Mba najwa lain kali tolong bantu tanya ke pak Prabowo yah 😊

- Kapan UU hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot APBN bisa diresmikan secepatnya 

- Lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah Indonesia bisa dibangun besar besaran sampai 1 triliun barel perbulannya biar Indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

- Kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh Indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

- Kapan Indonesia punya Microsoft office sendiri dan google sendiri seperti China yang bebas dari produk Amerika 

- Kapan pulau sumatera, Sulawesi, Papua, Kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau Jawa agar investor asing bisa bangun pabrik di pulau manapun di Indonesia karna transportasi murah dan banyak ragamnya seperti pulau Jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi Indonesia sehingga ga harus pergi ke Jakarta buat cari kerja

- Tolong anggaran untuk BPJS kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke IGD rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk IGD dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

Itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih 🙏","dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak prabowo yah kenapa yah 

mba najwa lain kali tolong bantu tanya ke pak prabowo yah 

 kapan uu hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot apbn bisa diresmikan secepatnya 

 lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah indonesia bisa dibangun besar besaran sampai  triliun barel perbulannya biar indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

 kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

 kapan indonesia punya microsoft office sendiri dan google sendiri seperti china yang bebas dari produk amerika 

 kapan pulau sumatera sulawesi papua kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau jawa agar investor asing bisa bangun pabrik di pulau manapun di indonesia karna transportasi murah dan banyak ragamnya seperti pulau jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi indonesia sehingga ga harus pergi ke jakarta buat cari kerja

 tolong anggaran untuk bpjs kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke igd rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk igd dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih",id
​ @merdianysa  wkwkw nonton aki-aki 3 jam yang gaada isinya,merdianysa  wkwkw nonton akiaki  jam yang gaada isinya,id
"beneran nanya, emang di channel lain ada yang ngecut sesinya mbak nana?",beneran nanya emang di channel lain ada yang ngecut sesinya mbak nana,id
"​ @raafig sama nih, blom nonton versi lain juga, lumayan aneh kalo dicut padahal beliau paling kritis menanyakan concern masyarakat saat ini",raafig sama nih blom nonton versi lain juga lumayan aneh kalo dicut padahal beliau paling kritis menanyakan concern masyarakat saat ini,id
gw sependapat sih ama lu,gw sependapat sih ama lu,id
Setuju sekali ini yang paling relevant dari sekian komen 🎉,setuju sekali ini yang paling relevant dari sekian komen,id
"Bnr kakk, kayak sorry ya (ini aku nanya) pak Prabowo ni sengaja ga si, cari"" ide supaya bisa tetep ngejawab, cuma jawabnya emang sengaja dipelencengin gitu dari yang sebenernya dia pikirkan. Btul ga kak?",bnr kakk kayak sorry ya ini aku nanya pak prabowo ni sengaja ga si cari ide supaya bisa tetep ngejawab cuma jawabnya emang sengaja dipelencengin gitu dari yang sebenernya dia pikirkan btul ga kak,id
Wkwk. Jadi nganu. Skincare,wkwk jadi nganu skincare,id
ntar dijawab: tanya sama kapolri,ntar dijawab tanya sama kapolri,id
Malah makin parah chakksss,malah makin parah chakksss,id
"Maklum, presiden kita yg sekarang emang rada halu. Udahlah wapresnya AI AI melulu",maklum presiden kita yg sekarang emang rada halu udahlah wapresnya ai ai melulu,id
kalo mau jawab ngejeplak memuaskan diri sediri tanya kepengamat politik.kalo mau tanya cara cetak bolo yang bener tanya ke penonton pasti lebih memuaskan dari pada setraker,kalo mau jawab ngejeplak memuaskan diri sediri tanya kepengamat politikkalo mau tanya cara cetak bolo yang bener tanya ke penonton pasti lebih memuaskan dari pada setraker,id
Kasihan masih di barisan sakit hati 😅😅😅,kasihan masih di barisan sakit hati,id
Itu menjelaskan. Emang sakit hati itu mau bener ttp disalahkan,itu menjelaskan emang sakit hati itu mau bener ttp disalahkan,id
anak abah selalu berisik,anak abah selalu berisik,id
"​ @erilnawi5428 kan masih ada anak ganjar, duh ginna dong om",erilnawi kan masih ada anak ganjar duh ginna dong om,id
Biasa boss kan udah 76 thn...udah gejala pikun bosssss,biasa boss kan udah  thnudah gejala pikun bosssss,id
"Kn emg gitu, dari jmn sebelum pilpres",kn emg gitu dari jmn sebelum pilpres,id
"Betul, gak beres ini presiden, demo asli dari rakyat di bilang bayaran. Omon2 h",betul gak beres ini presiden demo asli dari rakyat di bilang bayaran omon h,id
"Cape gw, apa si kurang menjawab.",cape gw apa si kurang menjawab,id
"maklum pak udah sepuh, bentar lagi digantiin the one and only fufufafa",maklum pak udah sepuh bentar lagi digantiin the one and only fufufafa,id
"​ @abzchannel2828 kalau itu memang seperti itu, ngapain mencalon presiden? jatuh-jatuh yang dirugikan siapa, ya masyarakat.",abzchannel kalau itu memang seperti itu ngapain mencalon presiden jatuhjatuh yang dirugikan siapa ya masyarakat,id
"​ @catwildstreet iya pak bener, rakyat kita yg sdmnya rendah itu mikir nya cuman keuntungan apa yang bisa didapatkan secepatnya, contoh bansos, makan siang gratis dll.padahal kebelakang nya nanti menyesal",catwildstreet iya pak bener rakyat kita yg sdmnya rendah itu mikir nya cuman keuntungan apa yang bisa didapatkan secepatnya contoh bansos makan siang gratis dllpadahal kebelakang nya nanti menyesal,id
yg mana contohnya om wkwk gw tonton full jawab on point semua kok,yg mana contohnya om wkwk gw tonton full jawab on point semua kok,id
" @adamfelix809  

- Ditanya soal birokrasi dan rule of law: ORA JELAAAS ARGUMEN E. Maaf banget nih muter2 nggak jelas ngomongin apa. Tidak bisa disimpulkan. Tiba2 bahas MBG merekrut mahasiswa dengan IQ tinggi??? Ini program apa sih maksudnya???
- Ditanya soal korupsi, Prabowo tiba2 janji akan naikin gaji hakim (congrats nih para hakim!). 
- Soal koruptor dimiskinkan, jawabannya “iya harusnya dibalikin yg dikorupsi, tapi memang susah” .(terus malah bahas harus adil pada aset anak istrinya?? (Wow baik ya,bhkan ke Kel.koruptor😆).
- Dalam penjelasan selalu muncul Retorika “kita bangsa besar” dan “saya ingin rakyat sejahtera” juga sering keluar, tanpa penjelasan lanjutan yg gamblang.
- Ditanya soal lapangan kerja, Prabowo jawab “saya yakin sebentar lagi cukup banyak.” (HAHAHA) yg penting mau bekerja di tempat yg ada pekerjaannya (?) absolute contract tiap tahun aj ni regulasinya, pokok asal ada😂. Pdhl penting banget jaga iklim kerja . 
- Soal keterlibatan swasta dalam pembangunan, nggak jelas jawabannya normatif muter2.","adamfelix  

 ditanya soal birokrasi dan rule of law ora jelaaas argumen e maaf banget nih muter nggak jelas ngomongin apa tidak bisa disimpulkan tiba bahas mbg merekrut mahasiswa dengan iq tinggi ini program apa sih maksudnya
 ditanya soal korupsi prabowo tiba janji akan naikin gaji hakim congrats nih para hakim 
 soal koruptor dimiskinkan jawabannya iya harusnya dibalikin yg dikorupsi tapi memang susah terus malah bahas harus adil pada aset anak istrinya wow baik yabhkan ke kelkoruptor
 dalam penjelasan selalu muncul retorika kita bangsa besar dan saya ingin rakyat sejahtera juga sering keluar tanpa penjelasan lanjutan yg gamblang
 ditanya soal lapangan kerja prabowo jawab saya yakin sebentar lagi cukup banyak hahaha yg penting mau bekerja di tempat yg ada pekerjaannya  absolute contract tiap tahun aj ni regulasinya pokok asal ada pdhl penting banget jaga iklim kerja  
 soal keterlibatan swasta dalam pembangunan nggak jelas jawabannya normatif muter",id
"Dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak Prabowo yah kenapa yah 🤔

Mba najwa lain kali tolong bantu tanya ke pak Prabowo yah 😊

- Kapan UU hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot APBN bisa diresmikan secepatnya 

- Lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah Indonesia bisa dibangun besar besaran sampai 1 triliun barel perbulannya biar Indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

- Kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh Indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

- Kapan Indonesia punya Microsoft office sendiri dan google sendiri seperti China yang bebas dari produk Amerika 

- Kapan pulau sumatera, Sulawesi, Papua, Kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau Jawa agar investor asing bisa bangun pabrik di pulau manapun di Indonesia karna transportasi murah dan banyak ragamnya seperti pulau Jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi Indonesia sehingga ga harus pergi ke Jakarta buat cari kerja

- Tolong anggaran untuk BPJS kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke IGD rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk IGD dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

Itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih 🙏","dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak prabowo yah kenapa yah 

mba najwa lain kali tolong bantu tanya ke pak prabowo yah 

 kapan uu hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot apbn bisa diresmikan secepatnya 

 lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah indonesia bisa dibangun besar besaran sampai  triliun barel perbulannya biar indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

 kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

 kapan indonesia punya microsoft office sendiri dan google sendiri seperti china yang bebas dari produk amerika 

 kapan pulau sumatera sulawesi papua kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau jawa agar investor asing bisa bangun pabrik di pulau manapun di indonesia karna transportasi murah dan banyak ragamnya seperti pulau jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi indonesia sehingga ga harus pergi ke jakarta buat cari kerja

 tolong anggaran untuk bpjs kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke igd rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk igd dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih",id
